move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
12,B,44.83,55.17,F16,"F16 R17 R16 Q17 O17 P17 P16 O18 S17 S18 P18 P19 N18 Q18 N17 C9 C11 D11 D12 D10 C4",J17,F16 H17 F17 E16 C4 Q5 
13,W,42.94,57.06,R17,"D16 D17 C15 E16 D15 C17 C11 E15 D13 C4 C3 B3 C5 B4 D5 B5 C2",D10,R17 M3 D16 K4 E16 D13 R14 C5 C9 
14,B,46.42,53.58,C4,"C4 C3 B3 C5 B4 B5 D5 B6 D3 E4 D2 C7 D6 D7 F5 H3 G4 G3 F7 K4 F9 C13 K6",Q5,C4 D13 D12 C12 C13 B4 E4 Q5 
15,W,44.21,55.79,O5,"O5 O4 R5 J3 C5 D6 C14 E16 C8 D8 D9 E8",R5,O5 Q6 S7 R5 M3 
16,B,49.34,50.66,C4,"C4 C3 B3 C5 B4 B5 D5 B6 D3 E4 D2 C7 K4 M3 N2 K3 J3",C4,C4 D13 C13 D12 C12 B4 
17,W,49.27,50.73,C3,"C3 B3 C5 B4 B5 D5 B6 D3 E4 D2 C7 J4 D16 C17 D14 D15 E15 C15 F14 E13 E14 C13",C3,C3 D16 
18,B,49.38,50.62,B3,"B3 C5 B4 B5 D5 B6 D3 E4 D2 C7 J4 F6 R14 D16 C17 D15 C15 D14 B13 M3 N2 L4 M5",B3,B3 D3 
19,W,48.93,51.07,C2,"C2 C8 D16 D17 C15 D15 E16 C14 B15 C17 B14 E15 E17 F16 E18 F17 C13 F18 R17 Q17 R16 R15 S15 S14 R14 Q15 S13 S16",C5,C2 C5 B2 D2 
20,B,49.51,50.49,B4,"B4 B5 D5 B6 D3 E4 D2 C7 J4 F6 R14 L4 M5 K5 L7 D16 D17 C15 D15 E16 C17",B4,B4 B5 
21,W,49.13,50.87,B5,"B5 D5 B6 D3 E4 D2 C7 J4 H6 R14 M3 N2 D16 D17 C15 D15 E16 C14",B5,B5 D5 
22,B,49.31,50.69,D5,"D5 B6 D3 E4 D2 C7 J4 H6 G5 G6 F5 E5 F6 F7 E6 D6 E7 F8 E8",D5,D5 D3 
23,W,49.19,50.81,B6,"B6 D3 E4 D2 C7 J4 H6 G5 H5 H4 G4 F5 E5 G7 H7 F7 G3 H8 J8 J9 H9 G8 K7 K8 J7 H10",B6,B6 D6 
24,B,49.37,50.63,D3,"D3 E4 D2 C7 J4 H6 G5 H5 H4 G4 F5 E5 G7 H7 F7 G3 H8 J8 J9 H9 G8 K7 K8 J7 H10",D3,D3 D6 C7 E4 
25,W,49.28,50.72,E4,"E4 D2 C7 J4 H6 G5 H5 H4 G4 F5 E5 G7 H7 F7 G3 H8 J8 J9 H9 G8 K7 K8 J7 H10",E4,E4 A1 
26,B,49.24,50.76,D2,"D2 C7 J4 H6 G5 H5 H4 G4 F5 E5 G7 H7 F7 G3 H8 J8 J9 H9 G8 K7 K8 J7 H10 K9 G9 L8",D2,D2 D6 C7 C2 
27,W,49.05,50.95,C7,"C7 J4 H6 G5 H5 H4 G4 F5 E5 G7 H7 F7 G3 H8 J8 J9 H9 G8 K7 K8 J7 H10 K9 G9 L8 K3",C7,C7 D6 
28,B,49.31,50.69,J4,"J4 H6 G5 H5 H4 G4 F5 E5 G7 H7 F7 G3 H8 J8 J9 H9 G8 K7 K8 J7 H10 K9 G9 L8 K3",K4,J4 K4 D6 G4 R14 J3 E16 
29,W,48.20,51.80,M3,"M3 D6 J4 J5 K5 L4 D7 K6 R17 Q17 R16",C13,M3 D16 R17 J4 J5 D13 R14 E16 C14 
30,B,50.24,49.76,D6,"D6 J4 J5 H5 H6 H4 K3 G6 J6 G7 D14 D13",E16,D6 D14 E16 G4 E10 R14 D13 E12 
31,W,47.80,52.20,R17,"R17 Q17 R16 R15 S15 S14 R14 Q15 S13 S16 T14 S17 Q14 E12 M3 N2 K3 J3 J4 L3 K2 L4 L2 M2 H3 J5 H4",R14,R17 M3 R14 J4 J5 F16 G17 
32,B,51.54,48.46,R15,"R15 Q14 O16 M3 N2 M17 R12 P18 P17 O18 Q18 R18 R17 Q19",R15,R15 S15 D6 Q14 E12 D12 G4 
33,W,51.37,48.63,Q14,"Q14 O16 M17 D6 J4 J5 K3 K5 H4 L3 D7 O17 G17 H16",Q14,Q14 R17 
34,B,51.46,48.54,O16,"O16 M17 D6 J4 K3 D7 F5 J3 E7 E8 F7 G6 E5 K5 L5",O16,O16 O17 D6 
35,W,50.72,49.28,M17,"M17 D6 J4 K3 J6 F5 E5 E6 F6 D8 C8 E8 G5 G8 D9 J8",Q11,M17 M3 G17 Q11 P18 Q10 J5 J4 F16 O5 N13 
36,B,53.16,46.84,E12,"E12 D12 D6 J4 J5 K3 K5 H4 L3 D7 S14 S13 S15",P10,E12 D13 D6 S14 P10 D12 G4 E10 H3 
37,W,51.05,48.95,P11,"P11 O10 N12 Q10 M17 M16 L16 M15 J16 H16 J15 H17 N17",P11,P11 Q10 P18 M17 O12 M3 
38,B,51.44,48.56,O10,"O10 P18 N17 R17 S15 S18 O11 R9 E12 D12 E11",O10,O10 N10 D6 E12 S14 
39,W,51.40,48.60,M3,"P18 D6 J4 F5 K3 J5 H4 H5 L4 K5 M3 L5 R17",N12,M3 M17 P18 N12 O11 J5 R17 Q10 O5 R9 
40,B,53.37,46.63,D6,"D6 J4 F5 J3 E8 D8 E9 D9 J5 H5 K3 H6 G4 G3 H4 H3 F6",G4,D6 Q10 E12 S14 D12 E10 D13 M10 M11 L16 M16 G4 M17 S15 
41,W,48.11,51.89,G3,"F5 E12 R17 S15 P17 P16 O18 O17",G3,G3 F5 F6 E6 G5 E5 
42,B,53.99,46.01,D6,"D6 J4 J5 K3 H4 J3 L4 F6 E7 H5 C8 B7",D6,D6 H4 D12 Q10 E12 H3 E10 S14 G6 M11 
43,W,51.68,48.32,H4,"J4 J5 D7 F5 J3 H5 K3 L4 M3 M4 M2 Q10 M11 O14 R11 S14",D7,H4 J4 F6 D7 E7 
44,B,49.78,50.22,F5,"F5 H4 H5 F4 G5 E5 E6 J5 E7 J4 E8 D9 J2 K3 K2 J3 H2 H3 L3 G7 H6 L4 M4",F5,F5 E6 
45,W,47.22,52.78,H4,"H4 H5 F4 G5 E5 E6 J5 E7 J4 K3 G7 E8 D9 H6 J2 K2 K5 H7 K7 H9 N6 F10",H4,H4 J4 E5 K3 J3 F6 
46,B,47.05,52.95,F6,"H5 F4 G5 E5 D13 F6 C12 D12 E12 D11 C14 B13 E13 B14 B15 D14 C15 M17 N18 M15 S14 S13 S15 B12",H5,F6 H5 E7 B8 
47,W,43.18,56.82,F4,"F4 G5 E5 D13 F6 C12 C17 D17 B16 C18 C14 B12 D12 D14 C15 B17 D15 E15 C11 E12 D11 Q10 M17",E5,F4 E5 G6 J4 J5 F6 
48,B,49.01,50.99,E6,"E6 F4 F6 J5 E8 J4 K3 K5 J7 K7 K8 L7",E6,E6 D13 Q10 D12 H3 D11 S14 
49,W,46.82,53.18,F4,"F4 F6 J5 E8 J4 K3 M3 N2 K5 M4 J8 H9 J9 H10 J10 H11 K12 H8 D9 J13 R17 S14 O18",F6,F4 F6 G6 J4 H6 J5 
50,B,68.23,31.77,E7,"E7 H6 E8 J5 C8 B8 C9 B10 B9 A9 C10 B11 C11 C12 D11 E13 D8 B7 A8 A7",E7,E7 S14 
51,W,65.74,34.26,E8,"H6 E8 J5 C8 B8 C9 B10 B9 A9 C10 B11 D8 B7 A8 A7 C11 C12 A5 B13 A10 A11 A4 A10 E12 B15 B16 C15 A12",E8,E8 H6 G6 F4 J5 J4 
52,B,65.24,34.76,F7,"F7 G6 F8 G5 E12 D11 E9 D9 D8 C8 Q10 H6 R11 R12 S11 M11",F7,F7 S14 
53,W,65.25,34.75,G6,"G6 F8 G5 E9 D9 D8 C8 E12 D11 Q10 H6 R11 R12 S11 R9 R10 M11 O14 N14 N15 M14 P13 R17 S15 P15 O15",G6,G6 G7 
54,B,65.73,34.27,F8,"F8 G5 E9 D9 D8 C8 E12 D11 Q10 H6 R11 R12 S11 R9 R10 M14 O14 P15 O15 R17 Q17 S15 R16",F8,F8 D8 G7 E9 H7 
55,W,65.33,34.67,G5,"G5 E9 D9 D8 C8 E12 D11 Q10 H6 R11 R12 S11 O11 N10 L12 N14 K14 L14 L13 K15 J14 J15 H14 J9",G5,G5 H6 J4 J5 
56,B,65.32,34.68,E9,"E9 D9 D8 C8 E12 D12 D13 H6 E13 D11 C14 F10 Q10 M17 O18 M15 O14 N14 L16 M16 O13",E9,E9 E12 D8 D13 D12 Q10 H7 S14 H8 
57,W,65.42,34.58,D9,"D9 E12 D11 D8 C8 Q10 H6 R11 R12 S11 R9 R10 M14 O14 P15 O15 R17 Q17 S15 R16",D9,D9 C9 
58,B,66.09,33.91,E12,"E12 D11 D8 C8 Q10 H6 R11 R12 S11 R9 R10 M14 O14 P15 O15 R17 Q17 S15 R16",D8,E12 D8 Q10 D13 H8 H7 S14 D12 E10 C12 S15 O14 M11 F11 
59,W,65.92,34.08,C8,"C8 E12 D12 D13 D11 C14 H6 B13 C12 E13 F10 Q10 M17 O18 P17 O17 J16 K16 K15 K17 L15 H16",C8,C8 B2 
60,B,66.67,33.33,E12,"E12 D12 D13 D11 C14 H6 B13 C12 E13 F10 Q10 M17 L16 P18 P17 O18 Q18 R18 R17 Q19 M16 Q17 S18 L17 K17",E12,E12 Q10 D13 S14 A5 O14 D12 H8 H7 M11 S15 C12 E11 F12 E13 N14 M17 M16 F11 J7 L16 J8 R9 M10 H6 
61,W,66.43,33.57,D12,"D12 D13 D11 C14 H6 B13 C12 E13 F10 Q10 M17 O18 P17 O17 J16 K16 K15 K17 L15 H16 J15",D11,D12 D11 D13 H7 F11 E11 D14 H6 D15 B2 E10 
62,B,67.01,32.99,Q10,"Q10 H6 R11 R12 S11 M14 O14 O11 N10 P15 P16 O15 N15 N14 M15 L15 L17 J16 H16 H17 J15",Q10,Q10 H7 S14 S15 O14 M16 N14 A5 L16 M17 C14 M11 R9 H8 M13 
63,W,66.67,33.33,H6,"H6 R11 R12 S11 M14 O14 O11 N10 M16 N17 L12 L15 M15 L18 J15 H8 R17 S15 Q18 S18",R11,H6 R11 P18 H7 M17 M11 R17 O5 G17 
64,B,68.13,31.87,S14,"S14 S13 M11 H6 H8 M17 N18 G17 J15 D17 E17 E18 F18 D18",S14,S14 M11 H7 A5 M13 L16 M17 H8 N14 C14 O14 M16 M10 M15 R10 S15 
65,W,68.34,31.66,S13,"S13 H7 H6 J7 M17 N18 G17 C14 D13 B13 B12 H16",S13,S13 H6 H7 M17 M11 P18 
66,B,70.31,29.69,H7,"H7 H6 J7 K5 M11 L6 L13 F11 L7 M7 L8 O5 N5 N6 O6",L16,H7 M11 L16 S15 M16 H8 A5 M15 M17 C14 F11 M10 K15 J8 L17 J15 M13 
67,W,67.78,32.22,H6,"H6 J7 K5 M10 F11 S15 L6 H10",H6,H6 H7 M10 O5 G17 H16 R17 F10 H17 D17 
68,B,69.71,30.29,J7,"J7 K5 P7 L6 G11 F10 F11 H17 H16 G16 J16",P7,J7 H8 M11 P7 F11 M10 G11 S15 O7 F10 L9 G10 J9 E11 
69,W,64.70,35.30,L5,"H16 J16 H14 H8 H17 H15 G15 J15 F17 E18 F14 G13 G14 S15",S15,L5 H16 D17 O5 G17 H17 P18 F10 H8 M3 R17 F11 
70,B,76.73,23.27,S16,"S16 T14 H8 G17 C14 D13 B13 B12 G15 D17 E17 E18 F18 C18",S16,S16 C14 A5 B13 
71,W,76.90,23.10,T14,"T14 H8 H16 H17 F16 F15 E17 F17 G16 G17 D16 E15 D15 D17 C17 E18 C15 C18",T14,T14 B2 
72,B,77.31,22.69,J7,"H8 H16 C14 D13 B13 B12 H17 L5 L4 O5 O4 L9 H11 J9 F11",F11,J7 H8 F11 D14 F10 C14 E14 G11 B14 D13 E11 
73,W,74.64,25.36,H16,"H16 J14 H17 J18 E18 D17 H14 H13 G13 H12 F16 F17 F14 F15",G9,H16 G17 R17 O5 D17 G9 H17 H10 M3 F10 H8 E14 D14 
74,B,82.87,17.13,H7,"H7 J6 H8 K8 J9 G17 C14 D13 B13 B12 G15 D17",H7,H7 F9 H8 D14 G10 H10 H9 
75,W,82.79,17.21,J6,"J6 H8 G17 E14 J16 K17 E18 C18 D17 B15 F15 E15",J6,J6 G17 K6 O5 J7 H16 R17 H17 
76,B,82.70,17.30,H8,"H8 G17 E14 J16 K17 E18 C18 F15 C14 D13 B13 B12 B14 D17",H8,H8 H9 D14 E14 A5 D13 
77,W,81.67,18.33,G17,"G17 D14 J16 K17 E18 C18 D17 C17 H16 K14 J14 J13 H14 C14 D13",L5,G17 K8 R17 H16 O5 D17 H17 L5 M3 
78,B,87.54,12.46,K8,"K8 M3 N2 H16 J16 H14 E14 K13 L13 L14 K12 K14 L12",L4,K8 L4 A5 D14 C14 D13 P2 B14 L7 L6 
79,W,77.80,22.20,H16,"H16 J16 H14 E14 H17 H15 G15 J15 F17 E18 F16 E17 F14 C14 B14",G17,H16 G17 K8 O5 M3 R17 H17 O7 
80,B,80.62,19.38,D14,"D14 C14 D17 G12 G11 J12 H16 K8 J10 K10 J11",D14,D14 E14 E18 E17 C14 G15 B13 K8 B14 D13 H16 A5 F17 F18 
81,W,80.24,19.76,C14,"C14 D17 G12 G11 J12 J15 G14 G15 F15 H14 F14 F16 D15 E15 E14 D13",J16,C14 E18 J16 E17 D17 D13 J18 G15 K8 
82,B,79.21,20.79,H17,"K17 E18 C18 D17 C17 H16 D13 D12 C14 J13 B13 C12 K8 R17",K17,H17 K17 H16 K16 J18 
83,W,77.34,22.66,E18,"E18 C18 H16 D13 D12 C14 B13 K14 J14 J13 H14 K15 G12 G11 H12 K12 H11 F14 G14",G15,E18 H17 G15 D13 H16 D17 E17 C14 
84,B,81.08,18.92,H16,"H16 H15 H17 D13 G16 F15 F16 K8 J9 L10 J11 E13 F13",D13,H16 D13 C14 J14 C12 H14 E18 A5 H17 
85,W,80.04,19.96,E18,"E18 C18 D17 C17 D12 C14 H17 B13 C12 J15 K15",C14,E18 D12 C14 B13 B14 C12 
86,B,84.88,15.12,C12,"C12 B12 D12 B11 H16 H15 H17 E15 D15 E17 D17 F16 E18 D16 C11 C10 E16 B2 C2 D16 B7 B8 E16 P17 P16",C12,C12 H16 A5 J14 C15 H17 H14 
87,W,84.39,15.61,B12,"B12 D12 B11 H16 E15 D15 E17 D17 F16 E18 D16 C11 C10 E16 F18 F17 H15 E17 H17 J15 J14 K15 J12 K14 H13 K13 K12 K8",B12,B12 D12 
88,B,84.63,15.37,D12,"D12 B11 H16 E15 D15 E17 D17 F16 E18 D16 H3 J5 E16 J14 F17 H17 J15 H15 K16 H13 K8 L14 P17 F18 E17",D12,D12 H16 A5 J14 B11 C11 
89,W,84.52,15.48,B11,"B11 H16 E15 D15 E17 D17 F16 E18 D16 H3 J5 E16 J14 F17 H17 J15 H15 K15 H13 K13 F18 E17 J12",B11,B11 C11 
90,B,84.97,15.03,H16,"H16 E15 D15 E17 D17 F16 E18 D16 H3 J5 E16 H15 F17 F18 J14 E17 J15 D16 D18 E16 C15 H18",H16,H16 C11 J14 H17 E17 A5 E18 F17 F18 H14 F16 J15 J13 
91,W,83.94,16.06,E15,"E15 D15 E17 D17 F16 E18 D16 H3 J5 E16 H15 J4 F4 F17 F18 E17 H17 J15 J14 K15 H13 K13 J11 L12 G11",H15,E15 H17 E17 H15 E18 D17 G16 
92,B,91.27,8.73,G16,"G16 F16 H17 E15 F17 F15 D16 H11 D15 K8 J9 K10 K9 L9 L10 J10 H9 M10",G16,G16 H17 J14 C11 
93,W,90.06,9.94,F16,"F16 H17 F15 E17 F17 K13 G12 H13 G13 J11 J12 K12 H12 J13 H10 F10",F16,F16 D17 
94,B,90.44,9.56,H17,"H17 F15 E17 F17 J14 G12 J12 G11 G13 F13 G14 K14 J15 J13 K13 F12 F14 E15 D15 E14 H13 E13 E11 J11 K11 J10 K10",H17,H17 C11 
95,W,89.80,10.20,F15,"F15 E17 F17 J14 E18 D18 G12 J12 F18 G11 H18 J18 C18 D19 E15 C17 D15 C15 B18 B15 B14",F15,F15 E15 E17 
96,B,90.06,9.94,E17,"E17 F17 J14 E18 D18 G12 J12 F18 G11 H18 E19 J18 K18 H14 H13 G13 F14 J15 K14",E17,E17 F17 C11 D17 E18 J14 
97,W,89.45,10.55,F17,"F17 J14 E18 D18 G12 J12 F18 G11 H18 E19 H14 J18 H12 J11 H19 F19 D17 C17 E15 D16",G12,F17 K14 J12 G12 J13 H12 
98,B,92.94,7.06,F17,"F17 G11 K8 B16 J11 F10 H10 K13 K12 L13",F17,F17 G11 J12 C11 J11 J14 H10 
99,W,92.40,7.60,G11,"G11 K8 K11 L10 R17 R16 S17 Q17 T16 R18 S18 Q18 B16 B15 C15 B17 D16 C17",G11,G11 K8 R17 B16 O5 M3 J10 K11 K12 C15 
100,B,92.55,7.45,K8,"K8 K11 L10 R17 Q17 S17 R16 T16 R18 S18 Q18 B16 B15 C15 B17 D16 C17",J11,K8 F10 K7 C11 H10 J10 L9 A5 J11 
101,W,88.03,11.97,J10,"J10 F10 G10 K8 L10 L7 M9 N8 L14 M14 M13 K14 K15 L15 L13 T16 B15 B16",H9,J10 H9 F10 K8 K14 R17 J12 M3 B16 O5 K11 K12 K13 C15 
102,B,94.99,5.01,J9,"J9 J8 J7 K8 K7 L8 F10 J10 H10 K9 G10 L7 K6 K5",J9,J9 K8 F10 
103,W,94.71,5.29,J8,"J8 J7 K8 K7 L8 F10 L7 K6 K5 L6 M5 M6 N5 K10 O5 M11 O7 N8 O8 N7",J8,J8 J10 G7 K9 M3 O5 
104,B,94.60,5.40,J7,"J7 K8 K7 L8 F10 H11 K10 M9 M10 N10 N11 L10 N9 L11 K12 L13 J14 K14",J7,J7 F10 H10 K9 
105,W,92.43,7.57,J10,"J10 K8 K10 M8 M10 J14 R17 R16 S17 Q17 T16 L13 J12",J10,J10 K8 
106,B,92.44,7.56,K8,"K8 K10 M9 R17 R16 S17 Q17 T16 R18 S18 J14 B16 K11 L10 L11 M10 M11 N10",K8,K8 K9 A5 C11 
107,W,92.52,7.48,K10,"K10 L6 R17 Q17 S17 R16 T16 J14 M10 K6 B16 B15 C15 B17 D16",K10,K10 B2 
108,B,93.60,6.40,L6,"L6 R17 Q17 S17 R16 T16 R18 S18 J14 M10 K6 B16 B15 C15 B17",J14,L6 M9 L10 M8 L7 M11 M10 L9 F10 R17 J14 M7 P2 L13 B15 A5 K6 L11 P17 P16 J4 L14 C11 M6 H10 
109,W,91.26,8.74,M3,"M3 M4 O2 M11 M10 N11 L11 M12 L12 L9 L10 M13",L7,M3 R17 M10 B16 O5 J15 L9 F10 M9 C15 K14 N9 K11 
110,B,93.43,6.57,L8,"L8 M10 M8 R17 R16 S17 Q17 T16 R18 S18 B15 J15 L14 K14 L13",L8,L8 L9 L10 F10 
111,W,93.24,6.76,M10,"M10 M9 R17 Q17 S17 M11 L10 N11 K12 H13 G13 L13 F10 M7",M10,M10 M3 M7 M8 R17 O5 O7 
112,B,93.89,6.11,M9,"M9 R17 Q17 S17 M11 L10 N11 K12 H13 G13 J15 F10 M7 M6",M9,M9 M8 M7 N8 F10 M6 N9 L11 M5 L10 K6 
113,W,93.34,6.66,R17,"R17 Q17 S17 M11 L10 N11 K12 M7 M6 N6 B16 B15 C15 B17 D16",M5,R17 M7 M3 B16 J15 N10 N7 P17 S17 C15 
114,B,95.23,4.77,M7,"F10 J12 M11 L10 N11 L12 M7 R17 R16 S17 Q17 T16",M11,M7 M11 F10 J4 O2 P2 N10 N2 M4 J12 N5 
115,W,94.19,5.81,L10,"L10 N11 N10 N9 O11 M12 M13 L12 K14 L13 J13",L10,L10 N10 L11 
116,B,94.26,5.74,N11,"N11 N10 O11 N9 N8 O8 N7 O7 N6 N5 O6 O5 O9 K12",C11,N11 M7 N10 F10 N9 
117,W,92.97,7.03,C10,"C10 N11 N10 N9 O11 L12 K13 L13 K14 K12 J13",C10,C10 B10 N9 M7 
118,B,93.91,6.09,N11,"N11 N10 O11 N9 N8 O8 N7 O7 O6 P8 N5 L13 L12 K13 M13 M14 N14",N10,N11 M7 N10 B10 F10 N9 K12 A5 E10 
119,W,91.24,8.76,M7,"M7 F10 J12 K12 L12 J13 H11 H12 N11 G13",O2,M7 L13 L12 N8 N11 K14 O7 J13 F10 
120,B,94.88,5.12,M7,"N2 M3 M4 N3 O4 M2 M7 L12 R17 B16 B15 C15 B17 D16 C17 D15 E15 B14 A16",N2,M7 N2 L12 K12 M4 L13 M12 F10 J12 N11 J4 B10 
121,W,93.84,6.16,M3,"M3 M4 N3 O4 M2 M7 L12 R17 B16 B15 C15 B17 D16 C17 D15 E15 B14 A16 J15 L14 N15",M3,M3 M2 
122,B,94.20,5.80,M4,"M4 N3 O4 M2 M7 L12 R17 B16 B15 C15 B17 D16 C17 D15 E15 B14 A16 J15 L14 N15",M4,M4 K12 P2 L12 L13 M2 M12 F10 J12 N11 B10 
123,W,94.16,5.84,N3,"N3 O4 M2 J5 K6 H3 F4 M7 J3 K12 L12 N11 L11 M12 L13 J15 M13 N13",N3,N3 G8 
124,B,94.63,5.37,K12,"K12 L12 O4 M2 N11 L11 M12 L13 J15 M13 N13 N14 O12 O14 M7 R17 R16 S17 Q17 T16",O4,K12 O4 L12 F10 L13 M12 M7 J4 J12 
125,W,94.10,5.90,M2,"M2 J5 K6 M7 N6 N7 O6 P6 L12 H3 F4 J3 H2 J2 G1 J4 G4 E1",M2,M2 B2 
126,B,94.91,5.09,J5,"J5 K6 M7 N6 N7 O6 P6 L12 H3 F4 J3 H2 J2 G1 J4 G4 E1",M7,J5 H11 K12 M7 J12 L12 L13 M12 H13 F10 N11 K13 J13 A5 J4 M13 K6 B10 B15 
127,W,93.23,6.77,R17,"R17 J5 K6 H3 F4 J3 K5 J4 M6 K7 N7 M8 O6 P6",L12,R17 K14 J13 L12 L13 K12 B16 C15 N6 L14 F10 K13 J12 
128,B,95.07,4.93,P17,"M12 J13 H14 K14 J15 H13 G14 R17 R16",H13,P17 P16 K12 J5 M12 R17 T16 B15 J15 H13 S17 J13 L13 L14 P15 K13 A5 J4 
129,W,92.93,7.07,G13,"G13 H11 H10 F10 K13 J13 G10 M14 N14 N15 R17 R16 S17 T16 P17 Q17 Q18 P18",R17,G13 R17 F12 B16 F13 N6 
130,B,95.54,4.46,R16,"R16 S17 Q17 T16 G13 B16 B17 C15 B15 D16 C17 D15 E15 B14 H11 H10 F10",R16,R16 Q17 H11 G13 M12 S17 
131,W,94.37,5.63,G13,"G13 S17 N15 O15 N14 J15 N16 N17 M17 M16 O17",S17,G13 S17 
132,B,95.44,4.56,Q17,"Q17 T16 G13 B16 B17 C15 B15 D16 C17 D15 E15 R18 M12 M13 N11 J12 K13 K12 L13 F10",Q17,Q17 H11 Q18 T16 P18 
133,W,95.25,4.75,T16,"T16 G13 B16 B17 C15 B15 D16 C17 D15 E15 R18 M12 M13 N11 J12 L13 F13 F14 G14",T16,T16 G13 Q18 B16 F12 N6 F13 
134,B,95.77,4.23,G13,"G13 B16 B15 C15 B17 D16 C17 D15 E15 R18 M12 M13 N11 J12 L13 K13 L14 F10 E10 H11",G13,G13 H11 R18 J5 M12 A5 K13 B15 
135,W,95.62,4.38,B16,"B16 B17 C15 B15 D15 E15 D16 C17 R18 M12 M13 N11 J12 K13 K12 L13 F10",C15,B16 C15 J12 R18 K13 N15 F12 B2 
136,B,97.15,2.85,B16,"B16 R18 H11 H10 Q18 D15 E15 K13 H12 N15 N16 R9 R10 S10",B16,B16 H11 B15 R18 M12 
137,W,96.86,3.14,R18,"R18 H11 H10 Q18 D15 E15 K13 H12 N15 N16 R9 R10 S10 R8 Q9",R18,R18 D15 J12 Q18 F13 K13 B2 N15 N6 
138,B,97.21,2.79,H11,"H11 H10 Q18 D15 E15 K13 R8 H12 J13 J12 K14 L14",H11,H11 Q18 R8 M12 J5 D15 K13 A5 P18 F12 N11 L2 L14 R10 O18 O12 O14 N14 K6 
139,W,97.01,2.99,H10,"H10 Q18 K13 R8 H12 J13 J12 D15 F13 F12 J15",K13,H10 K13 D15 F12 N15 
140,B,97.68,2.32,H10,"H10 G10 H12 E10 F10 F9 E8 F12 E11 D15 F13 E15 Q18",H10,H10 Q18 H12 K14 M14 N14 O14 L14 J13 J5 D15 R8 A5 G10 F12 O18 O12 
141,W,96.73,3.27,G10,"K14 J13 N18 N17 P18 M18 O17 N16 M19 L18 D15 E15 R9 R8",P18,G10 J13 K14 D15 H12 N18 F12 P18 K15 M15 F10 O17 
142,B,97.68,2.32,N18,"Q18 O17 P17 O18 N17 N18 N16 Q19 M18 M19 L18",Q18,N18 M14 Q18 N17 N14 L14 O18 O17 O14 J5 O12 K14 A5 J13 N15 
143,W,97.02,2.98,O17,"O17 P17 O18 N16 Q19 N17 N18 M18 M19 L18 R9 R8 S8 Q8 R7 R10",Q19,O17 Q19 N18 H12 N17 P17 
144,B,97.54,2.46,N18,"N18 G10 H12 F12 F13 F10 R8 D15 E15 N14",O18,N18 O18 O17 N17 M14 O14 N14 L14 J13 O12 
145,W,97.22,2.78,N18,"N18 P17 O19 P19 B2 C2 P18 B7 B8 P19 H12 J12 P18 O17 P19 M18 N17 N16 M17 M16",D15,N18 P17 G10 D15 H12 
146,B,97.10,2.90,E15,"E15 N18 P17 O19 P19 B2 C2 P18 P2 N1 P19 A2 A3 P18 Q2 R2 P19 H12 J12 P18 Q4",E15,E15 N13 O14 O12 
