move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
20,B,39.14,60.86,M14,"M14 N14 M15 J16 R12 N12 M12 M11 N13 O13 M13 O11 L11 M10 L10 M9 R9 L9 F3 K3 D13 C6 C5 D6 H3",L16,M14 M15 N14 L16 
21,W,35.99,64.01,K16,"K16 L15 M17 N14 Q15 R12 P13 N12 Q11 R11 Q10 R9 C3 C4 D3 E4 F2 O11 J14 Q9",K16,K16 K17 
22,B,37.20,62.80,P13,"P13 N14 K17 M17 M16 J17 K18 J18 K15 J16 O13",K17,P13 L15 K17 
23,W,35.01,64.99,J17,"J17 K18 M17 M16 J18 K15 J16 P13 Q15 R12 S13 R13 N14 M13 P18 R6 N13 M12 N12 M11 N11 M10 R10 P10 R8 P6 O9 P9 P8 O8 O7 N8",J17,J17 M17 M16 L18 L15 J16 M18 
24,B,35.39,64.61,K18,"K18 M17 M16 J18 K15 J16 P13 N14 M13 Q15 R12 S13 R13 P18 R6 N13 M12 N12 M11 N11 M10 R10 P10 R8 P6 O9 P9 P8 O8 O7 N8",K18,K18 L18 
25,W,35.35,64.65,M17,"M17 M16 J18 K15 J16 P13 N14 M13 Q15 R12 S13 R13 P18 J15 R6 G15 C3 C4 D3 F3 E3",M17,M17 J16 L18 L15 M16 
26,B,35.79,64.21,M16,"M16 J18 K15 J16 P13 N14 M13 Q15 R12 S13 R13 P18 J15 C3 C4 D3 F3 E3 E4",L15,M16 K15 J16 L15 P13 N14 
27,W,23.97,76.03,J18,"J18 P13 N14 O13 O14 M16 N13 L13 J16 R11 M12 L12 M10 L11 M11 K9 M8 Q8",J18,J18 J16 
28,B,23.08,76.92,N14,"P13 O13 O14 O15 N14 N15 M15 Q15 R12 M16 P15 P16 O16 P15 K15 J16 N18 L18 P18 Q18 S17 S18 S16 Q19",N14,N14 P13 Q15 Q12 R12 
29,W,22.86,77.14,Q15,"Q15 Q12 O13 M12 R10 O11 S12 S13 R12 R13 P18 R6 P10 P11 R8",Q15,Q15 N13 O13 P13 O12 
30,B,23.71,76.29,Q12,"Q12 O13 M12 R11 Q11 R10 Q10 R13 R12 S13 S12 S14 R6 Q9 P5 R8 P4 O9 N10",Q12,Q12 R12 S17 J14 R11 J16 
31,W,23.46,76.54,O13,"R11 Q11 R10 S17 S18 S16 O13 N12 P18 T18 N13 M13 M12 L13 O12 N11 O11 Q10 N10",O13,O13 R11 J16 R7 
32,B,23.42,76.58,M12,"M12 R11 Q11 R10 Q9 R13 R12 S13 S12 S14 R6 N3 R3 R4 Q3 P4 O2 R8 Q8 R7 Q7 S6 O3 O4 N4",R9,M12 R10 R9 Q9 J16 R6 
33,W,22.43,77.57,P10,"C3 C4 D3 F3 E3 E4 F2 M12 G3 F4 B3 P18 O11 N11 N12 O10 P11 N13 O12 N10",P10,P10 C3 M12 J16 Q9 N13 N12 R11 
34,B,22.02,77.98,Q10,"Q10 M12 L12 M11 L11 L10 K10 K9 J10 J16 M13 L9 J9 C3",Q9,Q10 M12 J16 Q9 Q8 N13 
35,W,19.67,80.33,M12,"M12 L12 J16 L11 M11 M13 L10 K10 L9 K9 L8 K8 L7 K7 K6 L6",M12,M12 C3 J16 F3 
36,B,20.04,79.96,L13,"L13 C3 D3 C4 C5 B5 B6 C6 D5 B7 B4 A6 B3 J16 L12 M11 L11 L10 K10 K9 J10 J9 O3 J12 H10 L9 Q2 R3 R6",L12,L13 L12 J16 
37,W,18.53,81.47,M11,"M11 L11 L10 K10 K9 J10 J16 M13 J9 H10 M10 F3 H9 G10 K3 P2 Q3 M3 O3 O2 N3",M11,M11 J16 L11 C3 M13 L13 K15 
38,B,18.89,81.11,L11,"L11 L10 K10 K9 J10 J16 M13 J9 H10 M10 F3 H9 G10 K3 P2 Q3 M3 O3 O2 N3 N2",L13,L11 M13 L13 O3 N13 J14 J16 D13 
39,W,17.01,82.99,K10,"K10 L11 L10 M10 J16 M9 O11 H12 H10 O8 L8 P18 O15 N18 S16 S15",J16,K10 C3 J16 L11 J15 F3 K15 
40,B,18.40,81.60,L11,"L11 L10 K10 K9 J10 J9 H9 L9 G10 F3 C6 D3 C3 C2 E3 D2 E4 E2 B3 F4 G2 F2 L3",K10,L11 K10 O12 N13 
41,W,16.64,83.36,C3,"C3 C4 D3 E3 E2 F2 F3 E4 G2 D2 F1 C2 O3 G5 J4 D13 C9 D17 D18 E16 F17 C7 B6",C3,C3 F3 L11 O3 R7 
42,B,17.18,82.82,C4,"C4 D3 E3 E2 F2 F3 E4 G2 D2 F1 C2 O3 G5 J4 D13 C9 D17 D18 E16 F17 C7 B6 C6 B7 C8 B8",D3,C4 D3 
43,W,16.45,83.55,C4,"C4 C5 B5 B6 C6 D5 B7 B4 A6 B3 L3 D17 D16 C17 E18 M4 L4 M5 N2 O3 N3 O4 R6 P6",C4,C4 J12 
44,B,16.62,83.38,C5,"C5 B5 B6 C6 D5 B7 B4 A6 B3 L3 D17 D16 C17 E18 M4 L4 M3 M5 N5 N6 O5 M6 L2 K2 M2 J3 Q2",C6,C5 C6 
45,W,15.72,84.28,C5,"C5 D5 B6 O3 Q2 C2 B2 B5 A5 B7 B4 K4 R6 C7 E6 D6 D13 C12 D12 D17 E18 F10 D10 E9",C5,C5 B6 
46,B,15.96,84.04,D5,"D5 B6 O3 Q2 C2 B2 B5 A5 B7 B4 K4 D6 C7 E6 G4 D10 C9 E8 C10 C12 B12 C14 B14 D13",D5,D5 D6 
47,W,16.06,83.94,B6,"B6 O3 Q2 C2 B2 B5 B4 B7 K4 M3 D6 C7 E6 E2 C1 H4 E8 H6 D2",B6,B6 D13 
48,B,16.17,83.83,O3,"O3 Q2 C2 B2 B5 D6 C7 B4 B7 E6 E8 K3 H3 K5 H5 D2 E2 C1 F3 K7",O3,O3 C2 Q3 N3 O12 
49,W,16.02,83.98,Q2,"Q2 C2 B2 B5 D6 C7 B4 B7 E6 E8 K3 H3 D2 E2 C1 F4 K5 G6 L9 L10 M10",M3,Q2 P2 M3 R6 L3 L11 P3 K4 L9 R7 
50,B,16.91,83.09,C2,"C2 B2 B5 A5 B7 B4 K3 O4 P4 P3 P5 Q3 N4 O2 O5 R6 C7 D13 C12 D12 D17 E18 M9 N3",O5,C2 O5 Q2 K3 M4 Q3 M9 N13 P2 
51,W,16.15,83.85,Q2,"Q2 K3 K4 L3 L4 M4 M2 J3 N4 M5 N5 M6 N6 M7 O4 N7",Q2,Q2 R6 
52,B,17.07,82.93,K3,"K3 K4 L3 L4 M4 M2 J3 N4 M5 N5 M6 N6 M7 N3 M9 C7 D6 C2 P18 S16 S15",K3,K3 C2 L4 M9 S5 O12 P2 
53,W,16.45,83.55,M8,"M8 C2 B2 B5 A5 B7 B4 K5 D6 C7 E6 G4 G5 H4 D10",M8,M8 K4 R6 M5 M9 C7 R7 L9 L11 L5 
54,B,18.08,81.92,D17,"C2 B2 B5 A5 B7 B4 K5 D6 C7 E6 E8 F8 E9 F4 F3 G3 G4",P2,D17 M9 C2 L5 L6 L4 K5 O8 S5 R6 S6 R5 K8 O12 M5 M6 P2 L9 B7 L7 N13 L8 
55,W,12.81,87.19,R5,"R5 L5 C7 D6 C2 D2 S8 S9 J7 J5 G6 K8",R5,R5 P3 K4 M5 L11 R6 R7 
56,B,14.72,85.28,M6,"C2 B2 B5 A5 B7 B4 K5 D6 C7 E6 G4 K6 L6 K7 J5 M6 L7",M6,M6 C2 L4 L6 K5 S6 L5 R2 M5 O12 
57,W,14.34,85.66,K6,"C7 D6 C2 M9 J3 J4 K4 L4 K5 H3 J2 L3 H4 J5 H5",L6,K6 C7 K5 K4 S8 P3 J4 L5 K8 L11 J3 K7 L4 L9 H3 L6 
58,B,15.63,84.37,L5,"L5 M5 L7 K6 M4 K5 N5 L4 M7 M5 R2 Q1",L5,L5 R2 L7 M5 L4 M7 
59,W,15.71,84.29,M5,"M5 L7 K6 M4 K5 N5 L4 M7 M5 N4 J3 J2 H3 H2 L3 K2 F3 J4 D6 C7 E6 C2 B2 E2",L4,M5 K5 L4 L11 K6 
60,B,15.79,84.21,L7,"L7 K4 K6 H3 C2 G2 B7 C7 D6 B8 B5 A7 B3 S8 S9 C11 D17 E18 D18 R7",L7,L7 K5 K6 R2 K4 
61,W,15.79,84.21,K4,"K4 J3 K6 M5 K5 M7 J8 L9 G4 G2 F6 P18 S16 S15 S18",K4,K4 K6 
62,B,16.49,83.51,K6,"K6 H3 C2 G2 B7 C7 D6 B8 B5 A7 B3 S8 S9 C11 D17 E18 D18 R7 S6 R6 O8",K6,K6 J3 H3 R2 J4 
63,W,15.42,84.58,H3,"H3 C2 G2 B7 C7 D6 B8 B5 A7 B3 N4 R2 Q3 O4 Q1 S6 S5 D17 D18 E16 D16 C17",H3,H3 J3 
64,B,16.03,83.97,C2,"C2 G2 C7 B2 B7 D13 C12 D2 E11 H13 S6 S5 R2 Q1 Q3 R3 P4",B7,C2 J3 R2 G2 S6 O12 K2 H2 
65,W,10.48,89.52,C7,"C7 D6 B8 C2 A7 B3 B4 A4 B5 J3 J4 H2 G2 G3 H4 F2 J2 G1 K2 N2 J6 J7 H6 R2 Q1",C7,C7 D13 L11 D2 
66,B,10.40,89.60,D6,"D6 B8 C2 A7 B3 B4 A4 B5 K2 E2 F3 F2 G2 G3 H2 D2 F4 B2 J4 C18 C17 B18",D6,D6 R2 
67,W,10.58,89.42,B8,"B8 K2 J3 G2 J5 H7 H6 G6 G5 J6 H5 N2 L2 J1 H1 H2",B8,B8 A7 
68,B,11.78,88.22,K2,"K2 J3 G2 J5 C2 A7 B3 B4 A4 B5 H6 H5 N2 G6 H7 F4",R2,K2 C2 J3 L2 R2 
69,W,9.40,90.60,Q1,"Q1 K2 C2 G2 H2 J4 E2 D2 D1 F3 E3 F4 F2 G3",Q1,Q1 S8 R3 Q3 C2 G2 
70,B,10.32,89.68,K2,"K2 J4 M2 N2 N3 L2 L3 M1 M4 C2 G2 H2 M2 E2 D2 D1 F2",Q3,K2 S4 Q3 B5 J3 S5 C2 N2 L2 D7 G2 
71,W,7.91,92.09,R3,"R3 P3 S2 P1 R1 K2 G2 M2 N2 L3 C2 D2 G6 D7",R3,R3 S3 
72,B,8.20,91.80,P3,"P3 S2 G2 H2 K2 H5 M2 C2 G6 J7 H8 H7 G7 J8 J9 H9 G8",P3,P3 P4 
73,W,8.42,91.58,S2,"S2 P1 R1 K2 G2 M2 N2 N3 L2 L3 M1 M4 J4 C2 A7 B3 B4",S2,S2 S3 
74,B,9.41,90.59,P1,"P1 R1 K2 F3 G2 F2 C2 A7 B3 B4 A4 B5 J4 J3 J5 L2 G3",P1,P1 K2 G2 J3 D7 S4 L2 C2 
75,W,9.08,90.92,R1,"R1 K2 F3 G2 F2 C2 A7 B3 B4 A4 B5 J4 J3 J5 L2 G3 G4 H2 H4 J2 F5 L3",R1,R1 G2 C2 J3 
76,B,9.52,90.48,K2,"K2 J4 M2 N2 L2 N3 N1 J6 J7 H6 H7 G6 G7 F3 E2 F2",K2,K2 J3 G2 D7 
77,W,8.75,91.25,F3,"J4 M2 N2 L2 J6 J7 H6 H7 N3 N1 G6 G7 F3 E2",F3,F3 J4 G2 H5 J3 J6 E2 F2 J5 C2 G5 N4 G6 
78,B,10.48,89.52,G2,"G2 G3 F2 H2 M2 G6 C2 A7 B3 B4 A4 B5 E2 G8 D7 J5 C8 C9 D8",L1,G2 G4 E2 J4 C2 D7 M2 H5 
79,W,4.93,95.07,G6,"G6 C2 A7 B3 B4 A4 B5 E2 J5 D7 G8 C8 C9 D8 B2 A2",G6,G6 C2 D2 L2 H5 N2 F5 G5 J6 E2 M2 A7 
80,B,5.35,94.65,G4,"G4 F4 H4 D2 E2 C2 F5 F2 G5 C18 C17 B18",D7,G4 C2 D7 H5 
81,W,5.52,94.48,A7,"A7 G4 F4 H4 F5 G3 C2 D2 G2 H2 E2 C1 B1",A7,A7 C8 
82,B,6.43,93.57,G4,"G4 F4 H4 D2 E2 C2 F5 F2 G5 C18 D13 E13 E12 F13 F12",G8,G4 C8 J5 C2 E2 H5 J4 G8 
83,W,5.07,94.93,F7,"F7 F8 D8 E8 E7 E2 F2 C2 B2 B1 B3 G4 F4 F5 G5 F6",F7,F7 H8 J6 J5 H7 F8 H5 E2 L2 N2 F5 M2 
84,B,5.70,94.30,F8,"F8 D8 E7 E8 F6 G7 G5 F5 F4 G4 E5 H5 F5 E2 D2 G2 J4 H4 H6",C8,F8 C8 E9 C2 
85,W,4.46,95.54,F8,"F8 B7 C9 B5 C7 D8 D2 B7 E2 A6 J4 D13 C18 C17 D18 F9",F8,F8 C9 C2 D2 J5 N2 J6 
86,B,4.52,95.48,B7,"B7 C9 B5 C7 D8 D2 B7 E2 A6 J4 D13 C18 C17 D18 F9 E9 G9",B7,B7 B9 H5 G4 
87,W,3.86,96.14,C9,"C9 B5 C7 D8 B7 C2 B4 D9 E2 D2 J5 C10 B9",C9,C9 J5 C2 D2 G9 R13 L11 C14 N2 K9 M2 D13 O6 Q11 J4 J8 
88,B,4.35,95.65,B5,"B5 C7 D8 B7 C2 B4 D9 G9 C10 B9 J4 J5 H4 G4 J3 F10",D9,B5 D8 G4 C2 D9 B9 H5 C7 F9 
89,W,3.31,96.69,C7,"C7 D8 G9 B7 J5 B5 C7 H9 H8 B7 C14 B14 C7 G10 F9 B7",C7,C7 G9 
90,B,3.33,96.67,D8,"D8 G9 B7 J5 J3 C7 H4 G4 H2 H5 G3 F10 B7 D13 C12",D8,D8 G4 
91,W,3.17,96.83,G9,"G9 B7 J5 H9 F10 H10 C7 J3 D2 E2 C2",G9,G9 D2 J5 C2 F10 M2 N2 J6 J4 
92,B,3.34,96.66,B7,"B7 J8 K9 C7 J5 J4 H5 G4 B7 N2 N1 C7",B7,B7 H5 G4 J4 J5 B9 H8 C2 H9 N13 L11 F10 F9 C10 
93,W,2.92,97.08,J5,"J5 H9 F10 H10 C7 J3 D2 E2 C2 E3 F2",J5,J5 J8 H8 J4 F10 D2 D13 K9 N2 M2 L11 C14 S16 C2 O6 J12 B9 Q11 R13 B10 J9 M13 P11 
94,B,3.27,96.73,H9,"H9 F10 B5 C7 G10 F9 B7 L11 K11 C7 N13 O12 B7 C14",B5,H9 B5 J3 H8 O12 J8 C2 
95,W,3.01,96.99,C7,"C7 H9 C2 D2 B7 F9 G10 H8 E9 F10 E10",C7,C7 D2 M2 K9 N2 C2 A5 L11 
96,B,3.56,96.44,H9,"H9 B7 C2 B4 F9 G10 H8 E2 D2 G2 J3 J4 G4 F4",S1,H9 J3 N13 B4 C2 O12 H8 S1 P18 J6 D17 F4 F9 
97,W,3.16,96.84,T1,"T1 B7 C14 B14 C7 H9 H8 B7 D13 C12 C7 G10 G7 B7 B13",T1,T1 R2 B4 
98,B,3.21,96.79,B7,"B7 C14 B14 C7 H9 H8 B7 D13 C12 C7 G10 G7 B7 B13 B12 C7 D17 E18 B7",B7,B7 H9 
99,W,2.84,97.16,C14,"C14 B14 C7 H9 H8 B7 D13 C12 C7 G10 G7 B7 B13 B12 C7 D17 E18 B7 B15 A13 C7",C14,C14 M13 D13 D2 Q11 R13 L11 N4 M2 K9 C2 N2 N5 O6 S16 J8 J9 R11 Q10 
100,B,2.95,97.05,B14,"B14 C7 H9 H8 B7 D13 C12 C7 G10 G7 B7 B13 B12 C7 D17 E18 B7 B15 A13 C7",B14,B14 A6 
101,W,2.97,97.03,C7,"C7 H9 H8 B7 D13 C12 C7 G10 G7 B7 B13 B12 C7 D17 E18 B7 B15 A13 C7",C7,C7 D13 B13 B15 K9 
102,B,3.42,96.58,H9,"H9 B7 C2 B4 F9 G10 H8 E2 D2 G2 J3 J4 G4 F4 H2",F5,H9 O12 J3 H8 N13 B4 D17 F5 F4 C2 L18 P18 G4 J6 D13 
103,W,2.32,97.68,J8,"J8 K9 B4 B7 A5 B9 D13 C12 B13 B15 D12 C11",G5,J8 H8 G5 D2 K9 D13 B4 N2 C2 B7 L11 
104,B,2.84,97.16,B7,"B7 D13 C12 C7 H9 H8 B7 B13 B12 C7 G10 F9 B7 B15 A13 C7 J8 H7 B7",B7,B7 H9 
105,W,2.51,97.49,D2,"D13 C12 C7 H9 H8 B7 B13 B12 C7 G10 F9 B7 B15 A13 C7 J8 H7 B7 C17 B16 C7 D16 E16 B7",B13,D2 D13 B13 L11 R13 M2 Q11 K9 N4 O6 N5 B15 N2 R11 S16 J8 
106,B,2.87,97.13,B12,"B12 C7 H9 H8 B7 J9 H10 C7 J8 G7 B7 D13 A13",B12,B12 A6 
107,W,2.89,97.11,C7,"C7 H9 F10 B7 D13 A13 C7 G10 F9 B7 L11 K11 C7 N13 O12 B7 D2 A6 B2 S17 S18 S16",C7,C7 D13 
108,B,3.26,96.74,H9,"H9 F10 B7 D13 A13 C7 G10 F9 B7 L11 K11 C7 N13 O12 B7 D2 A6 B2 S17 S18 S16",D17,H9 N13 H8 J3 O12 C2 F4 P18 D17 B4 F9 J8 L11 
109,W,2.68,97.32,D13,"D18 E16 D16 C17 D13 A13 F17 B7 M2 M1 C7 H9 H8",D18,D13 K9 B4 D2 D18 E18 D16 B7 A5 N2 L11 M2 
110,B,3.21,96.79,E16,"E16 D13 A13 D16 C17 F17 B7 N2 N1 C7 H9 H8 B7 J9 H10 C7",B7,E16 B7 C18 E18 
111,W,2.58,97.42,D2,"D13 A13 C7 E16 D16 C17 F17 B7 N2 N1 C7 H9 H8",D13,D2 D13 D16 K9 M2 N2 L11 R13 O6 B15 Q11 C17 N4 C2 N5 
112,B,3.08,96.92,A13,"A13 C7 E16 D16 C17 F17 B7 L11 K11 C7 H9 H8 B7 K12 J13 C7",A13,A13 C12 
113,W,3.13,96.87,C7,"C7 E16 D16 C17 B4 B7 A5 F17 E18 F15 F18 F10 F13 G14 G13 J14 G10 G11 H11",C7,C7 D2 N2 K9 D16 L11 
114,B,3.68,96.32,E16,"E16 D16 C17 F17 B7 D2 E2 C2 E3 C7 H9 B7 F9 G10 G7 F2 F1 G1 E1",E16,E16 E18 H9 N13 B4 H8 O12 C2 F9 J3 J8 
115,W,3.40,96.60,D16,"D16 C17 F17 B7 D2 E2 C2 E3 C7 H9 B7 F9 G10 G7 F2 F1 G1 E1",D16,D16 F17 B4 K9 B7 D2 M2 L11 N2 A5 
116,B,3.38,96.62,C17,"C17 F17 B7 D2 E2 C7 H9 C2 E3 B7 F9 G10 G7",C17,C17 B7 
117,W,3.36,96.64,F17,"F17 B7 D2 E2 C7 H9 C2 E3 B7 F9 G10 G7 F2 F1",F17,F17 B4 K9 F16 D2 E18 M2 N2 B7 A5 C18 C12 
118,B,3.45,96.55,B7,"B7 D2 E2 C7 H9 C2 E3 B7 F9 G10 G7 F2 F1 G1",B7,B7 D12 H9 C2 H8 O12 N13 
119,W,2.91,97.09,D2,"D2 E2 C7 H9 C2 E3 B7 F9 G10 G7 F2 F1 G1 E1",D2,D2 J8 S16 M2 K9 N2 O6 R13 L11 C2 N4 N5 M13 C12 Q11 J9 K8 B2 J12 R11 
120,B,3.17,96.83,E2,"E2 C7 H9 C2 E3 B7 F9 G10 G7 F2 F1 G1 E1 H2",E2,E2 A6 D12 C2 O12 H9 
121,W,2.95,97.05,C7,"C7 H9 C2 E3 B7 F9 G10 G7 F2 E1 J7 H8 J3 F4 G4",C7,C7 C2 B2 
122,B,3.66,96.34,H9,"H9 C2 E3 B7 F9 G10 G7 J7 H8 F2 F1 G1 E1 H2 H6 J6 G4 H4",E18,H9 N13 H8 B4 C2 O12 D12 F9 B3 J3 E18 F4 H7 
123,W,2.92,97.08,C2,"C2 B7 F18 E3 C7 H9 B7 F9 G10 G7 F2 F1",F18,C2 F18 B2 K9 B4 C18 B7 L11 
124,B,3.34,96.66,B7,"B7 C2 E3 C7 H9 B7 F9 G10 F10 H8 G11 H10 J9 H11 H12 F2 F1 G1 E1",B7,B7 C2 
125,W,3.12,96.88,C2,"C2 E3 C7 N13 O12 B7 L11 K11 C7 H9 B7 F9 G10 F10 H8 G11 H10",C2,C2 R13 L11 B2 N4 N2 Q11 M2 O6 K9 N5 
126,B,3.22,96.78,E3,"E3 C7 N13 O12 B7 F2 A6 E1 D12 E12 E13 D11 C12 E15 G13 F11 F12 E11",E3,E3 A6 F2 
127,W,3.20,96.80,C7,"C7 N13 O12 B7 F2 A6 E1 D12 E12 E13 D11 C12 E15 G13 F11 F12 E11 G10 G12",C7,C7 F2 
128,B,3.61,96.39,O12,"N13 O12 B7 F2 A6 E1 D12 S8 S9 F14 E13 F15 S17 S18 S16 P18 H9",O12,O12 N13 H9 F9 H8 B4 P13 M18 H7 P18 G10 
129,W,3.54,96.46,N13,"N13 B7 R13 A6 R12 R11 S14 S11 S13 D12 J8 K9 R7 O8 F14",N13,N13 B7 R13 P12 
130,B,3.66,96.34,B7,"B7 R13 A6 S12 S14 S11 R11 S10 S17",B7,B7 M13 
131,W,3.51,96.49,R13,"R13 A6 S12 S14 S13 R11 S16 D12 K9",R13,R13 F2 Q11 L11 Q10 A6 R11 N4 N5 K9 M2 
132,B,4.79,95.21,A6,"A6 S12 S14 S13 S17 S18 T16 R11",A6,A6 S13 R12 H9 
133,W,4.55,95.45,S12,"S12 S14 R11 Q11 S13 S17 S18 T18 Q10 R10 S10 O10",R12,S12 R12 S13 F2 L11 
134,B,5.22,94.78,R11,"R11 S11 Q11 S14 D12 O7 S10 K9 H9 J10 G10 F9 H10",R11,R11 Q11 H9 H8 S13 
135,W,4.81,95.19,S11,"S11 Q11 S14 D12 J8 K9 F2 E1 S10 Q6 F14 E13 F15 J6 H6 C18",S14,S11 S14 
136,B,5.99,94.01,D12,"D12 J8 S11 S13 K9 R7 Q7 Q6 P7 F14 E13 F15",S11,D12 S11 H8 H9 S13 S12 
137,W,5.82,94.18,S13,"S13 D12 J8 K9 F2 E1 R7 Q7 F14 E13 F15 H9 H8",S13,S13 F2 S12 L11 
138,B,6.18,93.82,D12,"D12 J8 K9 F2 E1 R7 Q7 F14 E13 F15 H9 H8 G10 F9 C18 Q11 O9",D12,D12 H9 H8 H12 J8 
139,W,5.21,94.79,J8,"J8 K9 F2 E1 R7 Q7 F14 E13 F15 H9 H8 G10 F9 C18 Q11 O9 P12",J8,J8 R7 F2 N2 B4 K9 F13 E12 H8 M2 L11 O6 D1 G2 J9 O8 F14 
140,B,5.53,94.47,K9,"K9 F2 E1 R7 Q7 F14 E13 F15 H9 H8 G10 F9 C18 Q11 O9 P12",E13,K9 K8 E13 H9 L9 J9 J6 
141,W,4.43,95.57,K9,"K9 R7 J12 J14 H12 J13 E15 K12 E12",K9,K9 N2 F2 R7 E15 L11 M2 G2 O7 L8 O6 K14 J12 B4 
142,B,5.42,94.58,H9,"R7 J12 J14 H12 G14 F15 G13 F14 G12 G11",H9,H9 R7 J14 J12 O8 H12 J13 L10 G10 H13 J10 Q6 F15 
143,W,4.59,95.41,O7,"N2 G10 O7 Q6 P5 P6 O6 N5 R6 O8 Q7",H8,O7 N2 H8 G10 J10 F2 M2 H10 K11 
144,B,5.69,94.31,G10,"G10 F9 R7 E15 F10 E10 E11 J10 J12 C18 H10 K11 J11 L10",G10,G10 R7 O8 
145,W,5.66,94.34,F9,"F9 R7 E15 F10 E10 E11 J10 J12 C18 H10 K11 J11 L10",F9,F9 R7 F2 O7 J10 
146,B,6.10,93.90,R7,"R7 E15 F10 E10 E11 J10 J12 H11 H12 G12 G13 F11 D10",Q6,R7 F15 O8 J14 S6 Q6 M2 E14 E15 M4 P9 S7 J13 J3 
147,W,4.21,95.79,E15,"E15 F10 R6 Q7 C18 J14 B17 B16",R6,E15 R6 S7 F2 J12 J10 J13 B4 K14 R7 H13 G2 O7 N2 E1 
148,B,5.22,94.78,P9,"P9 E15 F10 E10 E11 J10 J12 C18 B18 B19 H10 K11",Q7,P9 O8 F15 R7 Q7 J14 
