move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
57,W,86.50,13.50,C14,"C14 F12 H10 F5 C2 D2",H7,C14 F5 
58,B,91.64,8.36,H8,"H8 J7 G8 E11",G11,H8 G8 F9 F5 
59,W,85.64,14.36,G10,"G10 H10 G8 F5",G10,G10 G8 F11 C2 
60,B,86.95,13.05,H10,"H10 G8 F5 E12 E10 E9 E11",H10,H10 F5 E10 F11 
61,W,86.57,13.43,G8,"G8 F5 E12 E10 E9 E11 F11",F11,G8 H9 
62,B,88.23,11.77,F12,"F12 G8 F8 E10",E10,F12 E10 G9 H8 
63,W,80.14,19.86,E9,"E9 E11 F9 F12 H9 H11",S2,E9 H9 
64,B,91.34,8.66,S4,"S4 N2 M2 N3",S4,S4 E5 R4 B4 
65,W,89.01,10.99,N2,"N2 M2 N3 N4 M4 P2",M2,N2 M2 
66,B,94.04,5.96,L2,"L2 N2 L3 P2",L2,L2 R8 N2 P2 
67,W,87.78,12.22,N2,"N2 L3 P2 L5 H9 F9 J10",N2,N2 N3 
68,B,94.65,5.35,L3,"L3 P2 L5 H9 F9 J10 H11",L3,L3 R8 S6 P2 
69,W,95.16,4.84,P2,"P2 S6 S7 L5 H9 F9 R8",K2,P2 N3 
70,B,94.43,5.57,L1,"L1 P2 L5 S6 T2",K1,L1 M1 K1 R8 
71,W,92.41,7.59,P2,"P2 L5 H9 F9 J10 H11 G9",P2,P2 L5 
72,B,92.54,7.46,L5,"L5 H9 F9 J10 H11 G9 J6 L6 K5",L5,L5 S6 R8 K4 
73,W,91.83,8.17,H9,"H9 F9 J10 H11 G9 J6 L6 K5 N6 H6",K6,H9 L6 
74,B,93.97,6.03,L6,"L6 K7 M8 R9",L6,L6 R8 S8 M7 
75,W,93.02,6.98,K7,"K7 M8 R9 H9 G8 G9 F8",K7,K7 H9 
76,B,93.08,6.92,M8,"M8 R9 H9 G8 G9 F8",M8,M8 R8 S8 J4 
77,W,92.63,7.37,H9,"H9 H11 F13 F9 G9",S7,H9 R9 H11 
78,B,93.60,6.40,P7,"P7 P6 O7 O6 N6",P7,P7 H9 H11 G9 
79,W,93.65,6.35,P6,"P6 O7 O6 N6 N5 N7 O5 M5",P6,P6 H9 
80,B,94.82,5.18,O7,"O7 O6 N6 N5 N7 O5 M5 Q10 H9 K9",O7,O7 O6 R8 H9 
81,W,94.06,5.94,O6,"O6 N6 N5 N7 O5 M5 Q10 H9 K9",O6,O6 R9 
82,B,94.41,5.59,N6,"N6 N5 N7 O5 M5 Q10 H9 K9 G12",N6,N6 H9 R8 
83,W,93.02,6.98,H9,"H9 H11 F13 J9 G9 E9",R15,H9 N5 
84,B,94.69,5.31,S16,"S16 Q10 H9 K9",Q15,S16 Q15 R8 H9 
85,W,90.91,9.09,S16,"S16 P16 S14 H9 G8",S16,S16 H11 
86,B,94.01,5.99,P16,"P16 S14 H9 G8 G9 F8 E9",P16,P16 R8 R17 H9 
87,W,94.35,5.65,S14,"S14 G9 K9 H11 F13",S14,S14 H9 
88,B,95.20,4.80,G9,"G9 K9 H11 F13 F17 F9",G9,G9 R8 H9 E5 
89,W,95.25,4.75,K9,"K9 H11 F13 F17 F9",F9,K9 H9 F9 
90,B,97.45,2.55,G8,"G8 H11 G12 F12 J11 E9 H12",G8,G8 H9 E5 E9 
91,W,97.18,2.82,H11,"H11 G12 F12 J11 E9 H12 F13",L8,H11 F13 
92,B,97.68,2.32,M9,"M9 L9 G12 F12",M9,M9 L9 G12 F12 
93,W,96.95,3.05,L9,"L9 G12 F12 F13 G13 J11 E13",L9,L9 J9 
94,B,97.00,3.00,L10,"L10 K10 J9 K9 G12 F17 H17 C14",G12,L10 G12 J9 F12 
95,W,96.83,3.17,F17,"F17 H17 C14 F12 K17",M10,F17 G17 F12 
96,B,97.41,2.59,O9,"O9 N10 F17 D18",N10,O9 N10 F17 R8 
97,W,97.16,2.84,M11,"M11 F17 D18 B15 C15",L10,M11 N11 
98,B,97.19,2.81,N11,"N11 O9 N9 F17 H17",F17,N11 R8 P12 O9 
99,W,97.05,2.95,D18,"D18 N11 L12",C14,D18 N11 E18 F12 
100,B,96.52,3.48,F12,"F12 D18 N11 O9",D18,F12 D18 N11 F15 
101,W,97.46,2.54,C17,"C17 C18 N11 O9 O10 N9 P9",C17,C17 F12 
102,B,97.39,2.61,C18,"C18 N11 O9 O10 N9 P9 F15 B12",F15,C18 E15 F15 N11 
103,W,97.65,2.35,N11,"N11 C18 B12 L16 N5 M7 O5 M5 O10",G16,N11 C18 
104,B,97.47,2.53,E16,"E16 E14 F12 G17",F16,E16 F16 E15 G17 
105,W,97.76,2.24,C18,"C18 N11 K17 L12 J9 H18",C18,C18 E14 
106,B,97.92,2.08,B14,"B14 B15 D14 C13 D13 N11 L16 M7",D14,B14 N11 K16 D14 
107,W,97.77,2.23,E14,"E14 C15 D15",G13,E14 D13 C13 
108,B,98.04,1.96,H13,"H13 G14 F12 E14",F12,H13 F12 C15 F13 
109,W,97.82,2.18,E14,"E14 D13 D15 J16 L17 J18",E14,E14 K17 
110,B,97.99,2.01,D13,"D13 D15 J16 L17 J18 K15 S17 K16",D15,D13 R8 J16 D15 
111,W,96.87,3.13,C15,"C15 K16 N11 O9 O10 R8 R9",C15,C15 E15 
112,B,97.00,3.00,K16,"K16 N11 O9 O10 R8 R9 S8",K16,K16 R8 P12 N11 
113,W,96.77,3.23,N11,"N11 O9 O10 R8 R9 S8 S9 R7",M17,N11 R18 
114,B,97.27,2.73,J17,"J17 L15 S17 L16",M16,J17 K18 M15 M16 
115,W,96.88,3.12,L16,"L16 L15 L17 K17 K18 J18",G17,L16 N16 
116,B,97.07,2.93,J17,"J17 F18 G15 H18",F18,J17 L17 G15 F18 
117,W,97.49,2.51,L16,"L16 K17 L15 K15 L17",L16,L16 L17 
118,B,97.48,2.52,K17,"K17 L15 K15 L17",L15,K17 L15 L17 R8 
119,W,96.98,3.02,L17,"L17 K17 M15 N16 K15 L14",L17,L17 G15 
120,B,97.56,2.44,J17,"J17 K15 J15 K14 M15 J14",J17,J17 K17 P12 J16 
121,W,97.50,2.50,K15,"K15 J15 K14 M15 J14 H18 R18",M15,K15 M15 J18 
122,B,95.65,4.35,N16,"N16 K15 L14 J18 H18 J16",N16,N16 P12 L14 R8 
123,W,93.60,6.40,K15,"K15 L14 J18 H18 J16 K17",K15,K15 J18 
124,B,97.21,2.79,L14,"L14 J18 J15 K17 K14",L14,L14 R8 P10 P12 
125,W,96.57,3.43,J18,"J18 H18 J16 K17 K18 H17 G18 G19 H16",K14,J18 H18 
126,B,97.92,2.08,H18,"H18 N15 L13",K13,H18 J16 K13 J15 
127,W,89.93,10.07,L13,"L13 M14 J13 K12 J16 K17",L13,L13 H15 
128,B,96.98,3.02,M14,"M14 J13 K12 J16 K17 H18 K18 G15",M14,M14 P10 P12 R8 
129,W,96.65,3.35,J13,"J13 K12 J16 K17 H18 K18 G15",J13,J13 J16 
130,B,97.43,2.57,H18,"H18 K12 N14 R18 J15 O9 N9 N11",K12,H18 J15 J16 K12 
131,W,97.27,2.73,J16,"J16 K17 H18 K18 G15 F14",J12,J16 J12 H18 
132,B,98.24,1.76,G15,"G15 K11 J16 R18 N14 L12 R17",G15,G15 H15 M13 J16 
133,W,97.86,2.14,K11,"K11 J16 R18 N14 L12 R17 S18 Q18 O9 N9",H15,K11 H15 
134,B,98.05,1.95,J16,"J16 H16 G18 J15",H16,J16 H14 H18 H16 
135,W,98.39,1.61,H14,"H14 J16 H11 J10 K11 M13",J15,H14 J15 
136,B,98.28,1.72,H18,"H18 R18 M13 L12",K17,H18 H14 K17 J16 
137,W,98.21,1.79,H17,"H17 H18 J16 G18 O9 N9 R18",H17,H17 O9 
138,B,98.38,1.62,H18,"H18 J16 G18 O9 N9 R18 M13 L12 K11 J11",H18,H18 H14 J18 G18 
139,W,98.21,1.79,J16,"J16 G18 O9 N9 R18 M13 L12 K11 J11 L11",J16,J16 N14 
140,B,98.16,1.84,H14,"H14 K11 G18 O9 M7 R18",G18,H14 G18 M13 
141,W,98.44,1.56,O9,"O9 N9 R18 M13 L12 K11 J11 L11",N5,O9 N14 
142,B,98.64,1.36,M7,"M7 O5 M5 O9",M7,M7 N7 O5 M6 
143,W,98.34,1.66,O5,"O5 M5 O9 N9 R18 B4 B5",O5,O5 M5 
144,B,98.35,1.65,M5,"M5 O9 N9 R18 B4 B5 A3 L12",M5,M5 M4 R8 K4 
145,W,98.42,1.58,O9,"O9 N9 R18 B4 B5 A3 L12 N14",O9,O9 R18 
146,B,98.29,1.71,N9,"N9 R18 B4 B5 A3 L12 N14",J2,N9 M13 J4 S17 
147,W,98.65,1.35,R18,"R18 J3 P19",J3,R18 H2 J3 M1 
148,B,98.43,1.57,H2,"H2 R18 R17 S18 Q18 C2",H2,H2 M13 N9 P9 
149,W,98.15,1.85,R18,"R18 R17 S18 Q18 C2 D2 A2",R18,R18 M1 
150,B,98.05,1.95,R17,"R17 S18 Q18 C2 D2 A2 B1 B5 M13 L12",R17,R17 N14 M13 Q18 
151,W,97.95,2.05,S18,"S18 Q18 C2 D2 A2 B1 B5 M13 L12 K11 J11",S18,S18 S17 
152,B,98.03,1.97,Q18,"Q18 C2 D2 A2 B1 B5 M13 L12 K11 J11",R8,Q18 M13 S17 N14 
153,W,97.89,2.11,Q8,"Q8 Q7 R7 R9",Q8,Q8 R9 N14 N4 
154,B,98.00,2.00,Q7,"Q7 R7 R9 S8 M13 L12 K11",Q7,Q7 R7 S8 M13 
155,W,97.86,2.14,R7,"R7 R9 S8 M13 L12 K11 J11 L11 J10",R7,R7 R9 
156,B,97.92,2.08,R9,"R9 S8 M13 L12 K11 J11 L11 J10",S8,R9 M13 S8 Q18 
157,W,97.51,2.49,R9,"R9 S9 S11 S10 R11 Q10",S11,R9 S11 
158,B,96.81,3.19,S10,"S10 R11 Q10 P10 Q11",R9,S10 R11 Q10 R9 
159,W,95.67,4.33,R11,"R11 Q10 P10 T7 T6 T9",R11,R11 T8 
160,B,96.59,3.41,N4,"N4 Q10 S6 T7 T6",S17,N4 T7 S6 Q10 
161,W,92.36,7.64,T17,"T17 Q18 C2 D2",T17,T17 L12 N14 M13 
162,B,96.72,3.28,Q18,"Q18 C2 D2 A2 B1 B5",C7,Q18 T18 B4 Q10 
163,W,94.60,5.40,B7,"B7 Q18 C2 D2",B7,B7 C2 B5 L12 
164,B,95.99,4.01,Q18,"Q18 C2 D2 A2 B1",E5,Q18 E5 B5 B4 
165,W,95.87,4.13,C2,"C2 D2 A2 B4 B1 C5 A4 B5",B4,C2 B4 
166,B,96.46,3.54,D5,"D5 C5 B9 A2 C2 A6",S6,D5 B9 Q18 B10 
167,W,95.31,4.69,T7,"T7 B9 A6",T7,T7 T8 T6 N4 T9 
168,B,96.62,3.38,T6,"T6 T8 Q18 N14",T2,T6 D5 B9 N14 
169,W,93.97,6.03,M1,"M1 G3 J5",M1,M1 N4 R2 P3 
170,B,97.18,2.82,L1,"L1 R2 Q18 N14 M13 N15 N13",L1,L1 G3 B9 O1 
171,W,97.16,2.84,R2,"R2 Q18 N14 M13 N15 N13 O16 N17 O17",T6,R2 P19 
172,B,97.00,3.00,S1,"S1 R2 S5 R1",S1,S1 S5 O1 Q18 
173,W,94.76,5.24,R2,"R2 S5 R1 Q18 N14 M13 N15",R2,R2 P3 
174,B,96.77,3.23,S5,"S5 R1 Q18 N14 M13 N15 N13 O16 N17",S5,S5 T5 R4 Q5 
175,W,96.64,3.36,R1,"R1 Q18 N14 M13 N15 N13 O16 N17 O17",R1,R1 N4 
176,B,96.99,3.01,Q18,"Q18 B12 B10 C13 A11 A2 C2",B9,Q18 M13 B9 P12 
177,W,95.89,4.11,A6,"A6 A8 A2 C2 B5 B13",A2,A6 A2 
178,B,96.10,3.90,C2,"C2 A6 A8 B5 B13 B14 Q18 N14",C2,C2 B1 B13 Q18 
179,W,96.39,3.61,A6,"A6 A8 B5 B13 B14 Q18 N14 M13",A6,A6 B5 
180,B,96.33,3.67,A8,"A8 B5 Q18 H11 J10 K11 F13 H9",N14,A8 B13 N14 Q18 
181,W,95.07,4.93,L12,"L12 A8 B5 Q18 B12 C19 B19 D19 P14 B18",L12,L12 H11 
182,B,95.33,4.67,A8,"A8 B5 Q18 B12 C19 B19 D19 P14 B18",C13,A8 Q18 B13 C13 
183,W,94.41,5.59,P19,"P19 A8 B5 O18 O19",Q18,P19 Q19 O19 
184,B,94.41,5.59,B13,"B13 B14 P18 F13",P18,B13 A8 P18 D5 
185,W,95.11,4.89,B13,"B13 B12 B14 A8 B5 C19",B13,B13 E15 
186,B,95.40,4.60,B12,"B12 B14 A8 B5 C19 B19",B12,B12 A8 D5 P12 
187,W,95.59,4.41,B14,"B14 A8 B5 A9 A7 H16 E15 D13",B14,B14 P19 
188,B,95.75,4.25,A8,"A8 B5 A9 A7 H16 E15 D13 E16 C19",P12,A8 P12 H16 F13 
189,W,95.75,4.25,Q12,"Q12 P10 Q10 O11 Q11 A8 B5 H16 E15 D13",Q12,Q12 P13 
190,B,95.80,4.20,P10,"P10 Q10 O11 Q11 A8 B5 H16 E15 D13",O11,P10 P13 O11 A8 
191,W,95.61,4.39,Q10,"Q10 P10 Q11 A8 B5 H16 E15 D13",P10,Q10 P10 
192,B,95.47,4.53,A8,"A8 B5 H16 E15",J9,A8 H16 P13 C19 
193,W,94.90,5.10,K11,"K11 P13 N12",F13,K11 J10 J11 H11 
194,B,96.54,3.46,E12,"E12 K11 A8 B5",K11,E12 H11 A8 K11 
195,W,98.47,1.53,H11,"H11 J11 E12",J11,H11 J11 
196,B,98.39,1.61,K10,"K10 H11 K9 E12 E9",K10,K10 L11 E12 A8 
197,W,98.29,1.71,H11,"H11 K9 E12 E9 N12",H11,H11 E12 J10 
198,B,98.31,1.69,E12,"E12 J10 K9 H9 H8 J8",J8,E12 K9 J8 J10 
199,W,92.39,7.61,J10,"J10 K9 H9 H8 E9",E12,J10 E12 
200,B,98.13,1.87,E9,"E9 N12 O12 N11",E9,E9 E11 F8 A8 
201,W,94.04,5.96,N12,"N12 O12 N11 O13 L11 K4 J4",N12,N12 N13 
202,B,98.22,1.78,O12,"O12 N11 O13 L11 K4 J4 G4 H4",N11,O12 N11 F8 H14 
203,W,94.28,5.72,N13,"N13 O13 O14 O12 M13 N15 L11 N9",J10,N13 O12 
204,B,92.42,7.58,M11,"M11 L11 K9 N13 O12",K9,M11 K9 L7 M12 A8 
205,W,59.71,40.29,H9,"H9 H8 N13 O13 O12 M12",O12,H9 N13 
206,B,97.88,2.12,M11,"M11 L11 M12 M13",M11,M11 M12 P13 N9 F8 
207,W,66.25,33.75,L11,"L11 M12 M13 N13 O13 N9 O14",H9,L11 H9 
208,B,82.61,17.39,H8,"H8 L11 M12 M13",H8,H8 J7 L11 A8 N4 D5 H14 A9 
